id,name,station,longitude,latitude,end
0,松岡美術館,松岡美術館東京メトロ南北線「白金大駅」,139.7219703933445,35.6400175253648,0
1,ＮＨＫ放送博物館,ＮＨＫ放送博物館日比谷線 神谷町駅下車(3番出口)　徒歩8分銀座線 虎ノ門駅下車(1番出口)　徒歩13分都営三田線 御成門駅下車(A5出口)　徒歩10分,139.7476220372007,35.66386157263047,0
2,下町風俗資料館,下町風俗資料館ＪＲ上野駅,139.7726724989272,35.71022584916227,0
3,物流博物館,物流博物館JR品川駅,139.7322779137564,35.62909594404091,0
4,第五福龍丸展示館,第五福龍丸展示館ＪＲ京葉線、地下鉄・有楽町線、りんかい線「新木場」,139.8262449980627,35.65096510536435,0
5,木材合板博物館,木材合板博物館東京メトロ有楽町線、JR京葉線、東京りんかい高速鉄道「新木場駅」,139.8318237830318,35.64570972143875,0
6,そなエリア東京,そなエリア東京りんかい線 国際展示場駅ゆりかもめ 有明駅,139.7939126074862,35.63509529068422,0
7,ぬりえ美術館,ぬりえ美術館東京メトロ千代田線　町屋駅,139.7764976319768,35.74765205107636,0
8,石洞美術館,石洞美術館京成線「千住大橋」駅,139.7961514120051,35.74068648075036,0
